query	title	neg_title
崇高康德	康德与黑格尔崇高理论的比较分析康德,黑格尔,崇高理论,美学	论崇高的生命意识——蒋孔阳美学阅读札记美,崇高,蒋孔阳,伯克,语词
汇率计量经济学	影响人民币汇率变动因素的实证分析人民币汇率,货币供应量,国内生产总值,外汇储备	我国进口额的计量经济学研究我国进口额,计量经济学,汇率人均GDP,商品的零售价格,外商的直接投资
生物和物理结合	生物保鲜剂结合物理技术在果蔬保鲜中应用的研究进展果蔬保鲜;生物保鲜剂;物理保鲜技术;组合保鲜技术;研究进展	钯催化烯基苯并噁嗪酮基于内球型机理的线性和不对称烯丙基烷基化反应钯催化,不对称催化,烯丙基烷基化,烯基苯并噁嗪酮,内球型机理
危险品 物流 智能 监控	基于物联网的危险品物流监控系统构建研究物联网,危险品物流,监控系统	基于嵌入式技术的危险品移动车载监控终端系统危险品物流,车载监控系统,S3C2410X,GPRS,嵌入式技术,物联网技术
中国科学院植物研究所 李敏	植物标本资源共享平台与标本数字化能力建设中国数字植物标本馆,标本数字化,技术支撑	深度学习在生态资源研究领域的应用:理论、方法和挑战生态资源,深度学习,神经网络,大数据,理论与工具,应用与挑战
视神经脊髓炎谱系疾病（NMOSD）	2015年视神经脊髓炎谱系疾病诊断标准国际共识解读视神经脊髓炎谱系疾病,诊断标准,指南,水通道蛋白 4	视神经脊髓炎谱系疾病临床特点分析及治疗进展视神经脊髓炎谱系疾病,临床特点,治疗
宏观政策 房地产	政府宏观调控政策对房地产市场的影响分析政府;宏观调控政策;房地产市场;影响	宏观政策对房地产价格影响的作用机理研究货币政策,土地政策,税收政策,限购政策,房地产
浙江省服务贸易国际竞争力分析	基于钻石模型的浙江旅游服务贸易国际竞争力SWOT分析浙江省,旅游服务贸易竞争力,钻石模型	"节能减排要素对高耗能特种设备产业的影响研究——以锅炉产业为例节能减排,高耗能,特种设备,锅炉
"
艾滋病调查	安徽省中学生艾滋病相关知识调查中学生,艾滋病,自愿咨询检测(VCT)知识	艾滋病流行地区儿童艾滋病相关知识态度行为调查获得性免疫缺陷综合征,知识,态度,实践,卫生调查,儿童
文化与经济	论文化与经济文化,经济,相互关系	湖南少数民族文化与经济的互动少数民族,文化与经济,互动
教学方式	论教师教学方式的转变中小学,教师,教学方式	中小学英语教学方式创新中小学英语;教学方式创新;语用能力
关键词:光催化分解水	太阳能光解水制氢的研究进展光催化,氢能,太阳能转换	可见光完全分解水光催化剂Bi0.5La0.5VO4的制备和表征光催化,钒酸铋,钒酸镧,水分解,可见光,固溶体
(作者单位:兴安盟) 关键词:中小学	提高中小学足球校内竞赛水平的措施研究中小学,校内足球,竞赛	体育教学事故的预防与应对体育教学,事故,预防,应对
电话营销	构建电话营销体系 快速提升营销成功率电话营销技能体系,建立信任,引发兴趣,引入产品,促成交易	骚扰电话治理的应对与挑战骚扰电话治理,个人信息保护,网络黑灰产业链,行业协作
输出轴温升	列车车轴温度无线监测系统设计无线传输,实时监测,RF905射频模块,ATmega16L	液粘软起动装置摩擦片温升计算研究软起动装置,摩擦片,温升公式,仿真分析
古建筑测绘	古建筑测绘工作的内容及测绘技术研究古建筑,全站仪测绘技术,倾斜摄影测量技术,三维激光扫描技术	古建筑测绘实习课程思政教学改革探索《古建筑测绘实习》课程;课程思政;教学改革
住院医师规范化培训	标准化病人在住院医师规范化培训中的应用探讨标准化病人,住院医师规范化培训,病史采集	头脑风暴法在外科住院医师规范化培训中的应用头脑风暴,住院医师,规范化培训,外科培训基地
日语复合动词	关于日语复合动词的自他性复合动词,日语,使用频率,调查表,学习者,日本人,外来语,外国人	日语复合动词教学方略初探日语教学,复合动词,教学方略,语义变化
胸腺神经内分泌肿瘤	胸腺神经内分泌肿瘤的临床及CT表现胸腺,神经内分泌肿瘤,X线计算机	胸腺神经内分泌肿瘤的MSCT表现与其病理分级的相关性胸腺,神经内分泌肿瘤,计算机体层成像
MATLAB 增强	数字图像增强算法分析图像增强,直方图均衡化,MATLAB,对比度增强	利用地理信息技术开发教学资源地理教学,课程资源,地理信息技术,海水性质,Matlab
火力发电与节能减排	火力电厂节能减排的现状与对策探究火力电厂,节能减排,对策	中国燃煤电厂超低排放和节能改造的实践与启示煤电,超低排放,节能改造,碳达峰,碳中和
企业招聘	企业招聘存在的问题及对策分析企业招聘,问题,对策	企业招聘中的面试作伪行为及其应对策略面试作伪,动机,能力,机会,招聘
物联网在会计信息化发展中存在的问题	"""互联网+""视角下会计管理服务信息化现状研究——以陕西省会计管理服务为例""互联网+"",会计管理服务,信息化,移动互联"	“互联网+”下高校财务管理信息化协同创新与应用“互联网+”,财务管理信息化,动态协同
患者创伤后成长	烧伤患者创伤后成长与社会支持及反刍性沉思的相关性研究烧伤康复期患者;目的性反刍性沉思;社会支持;创伤后成长	癌症患者创伤后成长的研究进展创伤后成长,癌症患者,研究进展
放线菌素D	深海链霉菌 Streptomyces sp.OUCT16-23中放线菌素类次级代谢产物的研究深海链霉菌;多重耐药;放线菌素	老年住院患者使用抗菌药物发生不良反应的危险因素分析及风险列线图模型的建立老年住院患者,抗菌药物,不良反应,危险因素,列线图
玻璃断裂	防辐射含钆有机玻璃的断裂韧性研究?含钆有机玻璃,紧凑拉伸,断裂韧性,断裂机理	可切削玻璃陶瓷疲劳断裂的微观机制玻璃陶瓷,疲劳,断裂,显微组织分析,断口分析
记忆的空间性	记忆的空间性及其对虚构叙事的影响原生事件,意识事件,记忆,空间性,虛构叙事,空间形式	主持人语-记忆的空间性及其对虚构叙事的影响原生事件,意识事件,记忆,空间性,虚构叙事,空间形式
我国服装企业走出去	服装行业向东南亚迁移模式研究走出去,服装,东南亚,迁移	中国纺织服装企业赴越投资现状及环境分析纺织服装企业,越南,对外投资,投资环境
饲草业现状	我国饲草生产现状及发展对策粮改饲,饲草,生产现状,供需分析,发展对策	浅谈宁洱县肉牛产业发展的思路和措施宁洱县;肉牛;品种改良;饲草饲料;疫病防控
老年高血压药物治疗	老年人高血压的临床特点及药物降压治疗的临床价值老年人;高血压;临床特点;药物降压治疗;临床价值	老年高血压病患者使用降压药治疗的临床药学服务老年高血压病病患,降压类药物治疗,临床药学服务
非计划再手术	非计划再手术原因分析与思考非计划再手术,手术并发症,围手术期管理	脂蛋白a水平与CHD患者PCI术后1年内主要不良心血管事件的相关性脂蛋白a;冠心病;经皮冠状动脉介入手术;主要不良心血管事件
虚拟筛选、药效因	马氏珍珠贝来源DPP-Ⅳ抑制活性肽的虚拟筛选及其作用机制马氏珍珠贝;二肽基肽酶Ⅳ;药效团模型;肽;分子对接	抗新型冠状病毒方剂基于花生四烯酸代谢通路防治“细胞因子风暴”的研究新型冠状病毒,“细胞因子风暴”,花生四烯酸代谢通路,虚拟筛选,中药
安徽省农产品出口贸易	绿色贸易壁垒对安徽省农产品出口贸易的影响及对策绿色贸易壁垒,安徽省,农产品出口,影响,对策	绿色贸易壁垒对安徽省农产品出口贸易的影响及对策研究安徽,出口,绿色贸易壁垒,农产品
语文课堂实录	《我与地坛》教学设计及课堂实录《我与地坛》,教学设计,课堂实录	《我与地坛》教学设计及课堂实录《我与地坛》,教学设计,课堂实录
毫米波制导	国外激光成像探测系统的发展现状及其关键技术成像探测,激光成像,雷达,制导,引信	有源诱饵弹对抗毫米波制导武器仿真分析毫米波,有源诱饵弹,毫米波制导
气雾剂正确使用	我国城区门诊支气管哮喘患者疾病认知状况的调查分析哮喘,问卷调查,横断面研究,疾病认知	同质化服务对慢性阻塞性肺疾病患者使用气雾剂的应用慢性阻塞性肺疾病,同质化服务,气雾剂
中国民间借贷	基于P2P网络借贷的民间借贷互联网化研究P2P网络借贷,民间借贷,互联网化	我国普惠金融的发展现状及前景普惠金融,发展现状,问题,措施,发展前景
血栓弹力图心内科	血栓弹力图在不稳定心绞痛患者病情评估及PCI术后抗血小板治疗中的临床价值心绞痛,不稳定型,血栓弹力描记术,血管成形术,经腔,经皮冠状动脉	银杏叶片对冠心病介入治疗术后患者抗血小板抑制功能的影响银杏叶,经皮冠状动脉介入治疗,血小板抵抗
医学生考核评价体系	基于SNA的临床医学专业研究生教育质量评价指标体系构建临床医学专业研究生,质量评价体系,社会网络分析法,UCINET	临床医学专业本科生创新能力培养体系的构建和实践分析临床医学专业;本科生;创新能力;培养体系
关键词:血压血透	维持性血液透析患者低血压发生现状及影响因素分析维持性血液透析,低血压,现状,影响因素	血液滤过治疗血液透析伴发顽固性高血压效果及安全性分析血液滤过,血液透析,顽固性高血压
生物医学的发展	新时代学科交叉背景下的生物医学工程专业培养体系建设生物医学工程,学科交叉,课程体系	微流控SERS及其在生物医学应用的研究进展微流控芯片,SERS,检测,生物医学
大学生兼职	在校大学生兼职情况调查当代大学生,兼职,现状	谈大学生兼职大学生兼职,劳动关系,保护
拖拉机使用	拖拉机使用操作注意事项拖拉机;使用操作;注意事项;检查维护	大马力拖拉机使用中的注意事项大马力拖拉机,使用,注意事项
吗替麦考酚酯 麦考酚肠溶片	强化剂量与标准剂量霉酚酸类药物用于成年肾移植受者有效性与安全性比较的Meta分析霉酚酸类药物,吗替麦考酚酯,麦考酚钠,强化剂量,标准剂量,肾移植,Meta分析,有效性,安全性	我院肾病综合征超说明书用药分析肾病综合征,超说明书用药,超适应证
我国社区发展	我国城市基层社会管理体制的变迁:从单位制、街居制到社区制社会管理,体制变迁,单位制,街居制,社区制	我国城市基层社会管理体制的变迁:从单位制、街居制到社区制社会管理,体制变迁,单位制,街居制,社区制
二氧化钛光催化	石墨烯/二氧化钛光催化复合薄膜的研究进展石墨烯,二氧化钛,光催化,复合薄膜	等离子体条件下二氧化钛表面自掺杂及光催化性能研究等离子体;二氧化钛;表面氧缺陷;Ti3+自掺杂;可见光光催化
翻译美学	翻译美学初探翻译美学,必要性,音韵美,形式美,意境美	浅析朱纯深《荷塘月色》中的翻译美学《荷塘月色》;翻译美学;和谐美;意境美;结构美;修辞美
宁波市第六医院  朱李梅	锁定钢板用于胫骨远端骨折外固定的有限元分析胫骨骨折,锁定钢板,外固定,有限元分析	带线锚钉与锁骨钩钢板治疗肩锁关节脱位疗效比较肩锁关节,脱位,锁骨,钩钢板,带线锚钉,内固定
渔业健康养殖	"实施水产绿色健康养殖""五大行动"",补水产养殖业发展之短板水产养殖,绿色发展,短板,""五大行动"""	关于水库渔业健康养殖技术的研究水库,渔业,健康,养殖技术
作者:张盼	知信行模式护理在青光眼患者护理过程中的应用知信行模式护理;青光眼;应用	间歇性经口至食管管饲法对脑卒中伴吞咽障碍患者吞咽功能、营养状况及长期预后的影响脑卒中;吞咽障碍;营养状态;间歇性经口至食管管饲;长期预后
房地产开发现状	浅谈房地产开发企业全面预算管理现状及对策房地产;预算管理;对策	目标成本管理在房地产开发企业的现状及改进策略目标成本管理;房地产开发企业;管理问题;改进策略
膝关节骨关节炎临床路径	临床护理路径联合中医辨证施护的整体化护理对膝关节骨关节炎的效果中医辨证施护 ,临床护理路径 ,整体化护理 ,膝关节骨关节炎	浅析临床护理路径对膝骨性关节炎病人的影响临床护理路径;膝骨性关节炎;临床影响
白三烯受体拮抗剂治疗咳嗽变异性哮喘	孟鲁司特钠治疗咳嗽变异性哮喘的研究进展孟鲁司特钠,咳嗽变异性哮喘,发病机制,治疗机制	药物联合应用对咳嗽变异性哮喘患儿的症状改善及复发率的影响咳嗽变异性哮喘;布地奈德福莫特罗粉吸入剂;白三烯受体拮抗剂
溶质在超临界二氧化碳中的溶解度	改进密度模型计算溶质在超临界CO2中的溶解度溶质,超临界二氧化碳,溶解度,模型	WNN优化模型在模拟超临界二氧化碳中固体溶解度的应用小波神经网络,优化,固体溶解度,超临界二氧化碳,模拟忖
失能老人	养老机构失能老人护理服务内容及实施者资质的研究老年人保健服务,德尔菲技术,护理人员,卫生人力	我国老年人失能失智及长期照护的现状失能,失智,长期照护,需求
(防粘连) Date:2016-2021	宫腔镜下宫腔粘连分离术后预防再粘连方法比较宫腔粘连,宫内节育器,球囊支架,Interceed防粘连膜	防治手术后腹腔粘连屏障材料:生物特性及优势与不足术后腹腔粘连,病因病机,相关因素,防治措施,屏障材料,生物材料
(掩盖苦味) Date:2016-2021	矫味剂在掩盖中药苦味中的应用矫味剂,中药,味苦	口服制剂中苦味物质矫掩味的高分子材料概述口服制剂,掩味,苦味药物,高分子材料
项目教学法	试论德语教学中的项目教学法项目教学法,德语教学,语言能力,综合能力	基于项目教学法的大学英语阅读教学探究项目教学法,大学英语,阅读教学
码头 通过能力	国内外港口工作可作业时间分析方法港口作业,可作业时间,作业天数,不可作业率,时间序列	"案例教学法在""港口规划与平面布置""课程教学中的应用研究港口航道与海岸工程,教学研究,案例教学"
水热法生长ZnO纳米线	ZnO纳米线阵列生长参数及光学性质ZnO,纳米线阵列,水热法,光致发光	水热因素对ZnO纳米材料气敏性能的影响纳米材料,纳米棒,气敏传感材料,氧化锌(ZnO),水热法
文献综述	犯罪治理主体研究文献综述犯罪治理;犯罪治理主体;文献综述;重点建议	我国老年社区护理研究的系统文献综述研究社区护理,老年,系统文献,综述研究,文献计量学分析
作者:陈学文	XRD的TA10钛合金热压缩变形后位错演化分析TA10钛合金,热压缩,X射线衍射,位错演化,晶面,位错密度	TA10钛合金热加工图的建立及分析TA10钛合金,热压缩,应变,热加工图
(智能实验室信息管理系统) Date:2016-2021	实验室信息管理系统的自主开发实验室管理;互联网+;模糊查询;线上业务	基于物联网的实验室信息管理系统物联网,实验室管理,远程监控,自助借还,ZigBee,WiFi
LED驱动电源	新型高效LED驱动电源新型LED驱动电源;线性控制;无变压器;无极性电容器	一种高效低纹波调光LED驱动频闪的研究LED驱动电源,频闪,调光,纹波电流,调光曲线
英语阅读学习策略	浅析基于多模态理论下我国大学英语阅读学习策略研究多模态理论,英语阅读学习策略,多模态英语阅读教学	"大学生英语阅读学习策略培训的行动研究策略培训,元认知策略,认知策略,阅读教学
"
《方舆胜览》	祝穆与《方舆胜览》散论北图本,文字讹误,中华书局,宋本,四库全书,抄本,地理志,地志,郡县,唐人	"祝穆《方舆胜览·徽州》——南宋士人的""个性化""乡土记述《方舆胜览》,徽州,乡土记述,私人话语"
减振扣件	北京地铁5号线地下线减振措施现场测试与分析地铁,减振措施,现场测试,频谱分析,振动加速度级	北京地铁钢轨波磨测试分析北京地铁,钢轨渡磨,振动加速度测试,噪声测试,模态测试
王强神木	陕西省神木县2012-2015年肿瘤发病分析肿瘤,发病率,肿瘤学统计	跟骨骨折的手术治疗跟骨骨折,撬拨法,开放复位,植骨
甲午海战反思	透过电影《甲午海战》看真实历史下的中日战争《甲午海战》,中日战争,历史,反思	中国之道的转折点:严复对甲午海战的观察与反思严复,甲午战争,以止足为教,寻求富强
(股权激励) 刊名:会计研究	上市公司为什么选择员工持股计划?——基于市值管理的证据员工持股计划,股价崩盘,大股东股权质押,大股东减持,市值管理	上市公司为什么选择员工持股计划?——基于市值管理的证据员工持股计划,股价崩盘,大股东股权质押,大股东减持,市值管理
新生儿高氨血症	早发型甲基丙二酸尿症160例新生儿期异常表现有机酸尿症,甲基丙二酸尿症,高同种半胱氨酸血症,新生儿	血浆同型半胱氨酸水平及临床诊断意义同型半胱氨酸,冠心病,临床诊断
慢病监测	信息系统在慢性病监测中的应用信息系统,慢性病,信息化	慢性病实时监测在医院慢性病管理中的实践慢性病;实时监测;医院慢性病管理
能愿动词情态动词	汉语能愿动词语际迁移偏误生成原因初探能愿动词,语际迁移,偏误	基于功能的英汉语情态隐喻对比研究情态隐喻,非一致式,及物性过程,主客观取向,三级量值
工商管理信息化发展策略创新探究	工商管理信息化发展策略创新探究工商管理,信息化,发展策略,创新探究	工商管理信息化发展策略创新探究——以京蓝科技股份有限公司为例工商管理,信息化,策略
实证研究	盈余管理实证研究综述盈余管理,审计,公司治理,应计项目,实证研究	会计信息影响股票价格的简化模型的实证研究会计信息,股票价格,因子分析,实证研究
健康必读	健康教育对冠心病患者疾病知识及自我管理的影响冠心病;心血管内科;健康教育;病理知识;自我管理能力	关于赤峰市地区布病血清检测及结果研究赤峰市;布病;血清检测;结果
输血相容性试验质控品	回顾性分析我院输血相容性检查室内质控品临床应用评价输血相容性检查,室内质控品,重复性,稳定性	"弱凝集标本对输血相容性室内质控的意义弱凝集,室内质控
"
关键词:耐高温涂料 配方设计	无溶剂环氧涂料耐热性能的研究无溶剂环氧涂料,耐高温,配方设计	含铝磷酸盐耐高温防腐蚀涂料制备及施工工艺的研究磷酸盐,铝粉,耐高温,防腐蚀,施工工艺
医患关系的影响因素分析	医方视角下医患关系的影响因素分析及政策选择医患关系,影响因素,政策选择,医学伦理,医德	影响医患关系的不和谐因素分析影响医患,关系,不和谐,因素
员工情绪耗竭	工作不安全感与情绪耗竭:情绪劳动的中介作用工作不安全感,情绪耗竭,情绪劳动,资源保存理论	工作满意对情绪劳动策略影响实证研究工作满意,满意氛围,情绪劳动,情绪劳动策略,情绪耗竭,多层线性模型
1917墨西哥	墨西哥革命与第一次世界大战期间的英美墨关系墨西哥革命,威尔逊,卡兰萨,英美关系	从“完美独裁”到“不完美的民主”——墨西哥政治转型与民主质量评析墨西哥,威权,民主转型,二次政党轮替,民主质量
转基因动物表达	转基因动物乳腺通用表达载体的构建表达载体,羊β乳球蛋白,内含子,乳腺	"利用Cre/lox重组系统在转基因动物中筛选高效表达外源基因的""友好""基因座loxP,lox511,Cre重组酶,友好基因座,高效表达"
关键词:人际需求	护理人际沟通课程实施双语教学需求的调查护理人际沟通,双语教学,需求	关于活跃社区文化的思考社区文化,居民文化生活,精神支柱,城市文化,文化需求,社区居民,精神家园,人际关系
大学生兼职	大学生兼职权益法律保护调查研究——以山西省在校大学生为例在校大学生;兼职;权益保护;法律维权	大学生兼职中的民法问题及对策大学生兼职,民法,法律问题,解决对策
微胶囊制备技术	微粉技术用于西黄软胶囊的制备微粉技术,西黄软胶囊,制备	聚合物微胶囊制备技术在实验教学中的应用聚合物微胶囊,实验教学,扫描电子显微镜
医疗信息管理系统	一种安全的无线体域网医疗信息管理系统研究与设计无线体域网,零知识证明,零水印技术,AES,医疗信息管理	医疗设备电子信息管理系统的设计与实现医疗,信息,设备管理
中国物流体系发展趋势	智慧物流发展现状及未来趋势智慧物流;发展;路径	智慧物流发展现状及趋势分析智慧物流,发展现状,趋势分析
实习护生	多元化护理教学在实习护生带教中的应用多元化护理教学;实习护生;临床带教	基于案例分析的思维导图法在本科实习护生急症护理教学中的应用案例分析,思维导图,本科实习护生,急症护理,教学
表征性空间	《宠儿》中的“空间表征”之争社会空间,空间表征,空间实践,表征空间	图形-背景空间概念及其在语言中的隐喻性表征空间概念,图形-背景分离论,图形,背景,隐喻
性知识调查	2010年全国第五次结核病流行病学抽样调查报告结核,肺/流行病学,患病率,抽样研究,问卷调查	国有企业知识型员工激励机制的现状调查及改进策略国有企业,知识型员工,激励机制,改进策略
重症哮喘 死亡率	机械通气在重症哮喘合并呼吸衰竭急救中的应用效果机械通气,重症哮喘,呼吸衰竭,血气指标,死亡率	急诊抢救重症哮喘合并呼吸衰竭128例临床效果分析急诊抢救,重症哮喘,呼吸衰竭,无创正压通气
(甘蔗原糖) 关键词:脱色	磷酸法蔗渣制备活性炭研究蔗渣,磷酸法,活性炭	精制糖脱色工艺-树脂与活性炭脱色技术经济性对比精制糖,脱色工艺,离子交换,活性炭
吸收式制冷发展趋势	吸附式制冷循环利用工业余热的研究现状和发展趋势制冷,工业余热,吸附武制冷,现状,发展	形状记忆合金弹热效应研究进展弹热效应,形状记忆合金,马氏体相变,超弹性,Ni-Ti合金,Ni-Mn-Ga合金
(碳纤维的结构) 关键词:碳纤维结构	碳纤维表面微观结构的定量化表征方法碳纤维,扫描电镜,图像处理,沟槽,Weibull分布	不同基体碳对单向C/C复合材料导热性能的影响C/C复合材料,导热性能,基体碳
高中思想政治学科核心素养	基于学科核心素养培育的教学与课标一致性 ——以高中思想政治课教学为例学科核心素养,思想政治教学,课程标准,一致性	高中思想政治学科核心素养下活动型课程构建策略思想政治学科,核心素养,活动型课程,构建措施
抗菌药物临床应用指导原则	对抗菌药物的临床应用问题及管理对策分析抗菌药物,应用问题,管理对策	普外科围术期抗菌药物的应用分析普外科,围术期,抗菌药物,应用分析
本科人工智能教学	"美国一流研究型高校人工智能人才培养的经验与启示——基于""以学生为中心""的视角本科教学,人才培养模式,人工智能,以学生为中心,美国高校"	"美国一流研究型高校人工智能人才培养的经验与启示——基于""以学生为中心""的视角本科教学,人才培养模式,人工智能,以学生为中心,美国高校"
急性心梗死	血清PCT、D二聚体及BNP在急性心肌梗死患者PCI后心功能及预后的临床价值降钙素原;D二聚体;脑钠肽;急性心肌梗死;经皮冠脉介入术;预后	"社区健康管理对急性ST段抬高型心肌梗死患者PCI术后高凝状态的改善社区健康管理;PCI术后;急性ST段抬高型心肌梗死;高凝状态
"
苏联经验	苏联社会主义工业化的历史进程及其经验教训苏联,工业化,五年计划,历史进程	陈云总结借鉴苏联社会主义建设经验教训的重要论述和思想陈云,经济建设,苏联模式,经验教训
(光学测试技术) 关键词:激光多普勒	连续模式相干测风激光雷达性能优化分析及实验研究多普勒激光雷达,连续激光,相干探测,载噪比,本振光功率	光频扫描干涉绝对测距漂移误差与补偿方法研究测量,干涉法,可调谐激光器,漂移误差,绝对测距
作者:张芬	神经肌肉电刺激联合向心性缠手治疗脑梗死后肩手综合征效果分析脑梗死;肩手综合征;神经肌肉电刺激;向心性缠手	癫痫患者出生日期的五运六气分析五运六气,癫痫,出生日期
HIV免疫学	昆明社会福利院入住人员血源性传染病免疫学指标检测结果分析昆明市,“三无”人员,血源性传染病免疫学	HIV/AIDS与肝炎病毒感染者CD4+、CD8+淋巴细胞数的比较HIV/AIDS,病毒性肝炎,CD4+T细胞,CD8+T细胞
克隆人·	《别让我走》中替罪羊迫害范式《别让我走》,克隆人,替罪羊	生态主义视角下的《机械姬》《机械姬》,科幻电影,生态主义
变压器差动保护与过激	变压器差动保护与过激磁保护配合问题的探讨比率制动,差动保护,过激磁,配合	"广州换流站换流变压器差动保护附加闭锁功能浅析励磁涌流,过激磁电流,差动保护,KBCH130,7UT 513,换流变压器
"
测绘工程	浅议测绘工程测量技术测绘工程,测量技术	新工科背景下测绘工程专业创新型人才培养研究与实践测绘工程;建设理念;创新型;新工科;研究与实践
水光注射技术	不同针头新型水光针注射技术对面部年轻化的作用比较面部年轻化,水光针注射技术,治疗效果,并发症,年轻化	脂肪源性干细胞联合透明质酸在皮肤年轻化中的疗效观察脂肪源性干细胞,透明质酸,皮肤年轻化,水光注射
球囊促宫颈成熟	子宫颈扩张球囊联合缩宫素在足月妊娠期高血压和轻度子痫前期患者引产的临床效果研究子宫颈扩张球囊,妊娠期高血压,子痫前期,缩宫素,引产	COOK宫颈扩张球囊用于足月妊娠分娩480例临床分析促宫颈成熟,COOK宫颈扩张球囊,缩宫素
PDA目标跟踪	多目标跟踪中的数据关联和航迹管理多目标跟踪,数据关联,航迹管理,多维概率数据关联	无线传感器网络的信息处理研究无线传感器网,协同信号与信息处理,最早截止期优先,(m,k)-firm
高层建筑暖通空调防排烟	高层建筑暖通空调防排烟施工技术与应用探讨高层建筑,暖通空调,防排烟施工技术,应用	试论高层建筑暖通空调防排烟施工技术与应用高层建筑,暖通空调,防排烟技术
(炎症性肠病) 关键词:发病机制	Th17细胞在炎症性肠病发病机制作用的研究进展炎症性肠病,发病机制,Th17细胞	炎症性肠病的实验动物模型的研究进展炎症性肠病,动物模型,实验性结肠炎,病因学,发病机制
湖南药用植物现状	芒萁的生态学与资源利用研究进展芒萁;草本植物;生态恢复;超富集植物;药用资源;林下植被;化感效应	木槿种质创新途径及研究展望木槿,种质创新,育种方法,种质资源,研究展望,选择育种,杂交育种,辐射育种,倍性育种
渐进多焦点镜 青少年	渐进多焦点眼镜对青少年近视眼作用的研究近视,青少年,渐进多焦点眼镜	青少年应慎配渐进多焦点镜片青少年,慎配,渐进多焦点镜片
关键词:细胞因子 骨折愈合	微创植骨治疗胫骨中下段骨折不愈合的疗效及对患者炎症细胞因子的影响胫骨骨折;微创植骨;疗效;炎症细胞因子	糖尿病大鼠骨折愈合过程中炎症细胞因子的变化糖尿病,大鼠,骨折愈合,细胞因子类
荧光各向异性	应用荧光偏振技术研究缺氧再灌注培养血管内皮细胞膜流动性膜流动性,DPH探针,缺氧再灌注,血管内皮细胞	生物碱类中药组分荧光标记方法的建立及评价荧光偏振,荧光各向异性,异硫氰酸荧光素,盐酸麻黄碱
温室防灾	不同天气状况下日光温室气温与外界气象条件定量关系日光温室;内外温度关系;不同天气条件;连阴天	初中地理防灾减灾教育教学措施探讨初中教育;地理教学;防灾减灾
纤维素酶结构	纤维素酶分子结构和功能研究进展纤维素酶,催化结构域,纤维素结合域结构域,分子折叠,活性位点,双置换机制	纤维素乙醇产业化纤维素,乙醇,产业化,生物精练
年轻人理性消费	年轻人消费观念转变的原因及其影响消费观念,信贷产品,理性消费	浅析大学生超前消费行为原因及对策大学生,超前消费,引导
冲量式流量计	光电式固体微粒流量计的理论模型与试验研究微粒固体,质量流量计,光学计量,计算机层析成像	科氏力秤入窑生料计量与控制系统新型干法水泥,科氏力秤,入窑生料,计量控制
禁忌语  日语	漫谈日语禁忌语的存在及其作用禁忌语,信仰,职业,特定时间,特定场合,触秽	日汉禁忌语的分类研究日汉,禁忌语,委婉语,心理特征,跨文化交际
圆形储水池	钢筋混凝土圆形水池裂缝分析与处理水池,裂缝,温度作用	地面式钢筋混凝土圆形水池液固耦合模态分析水池,液固耦合,ADINA,模态分析,晃动周期
(一种新型雾化器) Date:2015-2021	改良型一次性雾化器的设计和应用方法气道湿化,气管切开,持续湿化	电加热雾化技术在降低卷烟烟气有害成分中的应用研究电加热雾化,卷烟主流烟气,减害,有害成分
电动车噪声	面向噪声品质优化的减速器箱体结构设计减速器,拓扑优化,形貌优化,噪声品质,心理声学	电动车用永磁同步电机非线性扭转振动模型电动车,永磁同步电机,非线性,扭转振动,模型
电子对抗	基于马赛克战的电子对抗装备体系构建研究马赛克战;岛礁;防空作战;电子对抗;体系构建	电子对抗在中国的起源与早期发展历程回顾电子对抗历史,中国电子对抗的起源,通信对抗,通信侦察,通信干扰,欺骗干扰,无线电通信侦听,密码破译
模型参考自适应 转动惯量	永磁交流伺服系统转动惯量辨识方法永磁交流伺服系统,转动惯量辨识,加减速法,模型参考自适应辨识,二分法	永磁同步电机的转动惯量辨识及状态估计模型参考自适应,转动惯量辨识,卡尔曼滤波器,状态估计,永磁同步电机
术前准备间	术前准备间在普外手术中的应用术前准备间,普外手术,周转时间,护理质量,工作效率	术前准备间在普外手术围手术期的作用探讨术前准备间,普外手术,围手术期
髋臼骨折（股骨髁上牵引治疗）	髋臼骨折的治疗体会髋臼骨折,治疗,体会	计算机辅助设计数字化钢板置入修复髋臼后壁骨折伴髋脱位植入物,数字化骨科,髋臼后壁骨折,计算机辅助设计,髋脱位,数字化钢板
第一炉香	以热忱灵魂作光影书写——论许鞍华改编张爱玲作品的作者性追寻许鞍华;张爱玲;改编;作者性	"看歌仔戏话""杂碎调""——记述纪招治老师的戏曲人生闽台地区,歌仔戏,曲调"
肺炎支原体肺炎	难治性肺炎支原体肺炎诊治中应关注的问题肺炎支原体,难治性,肺炎,诊断,治疗	儿童肺炎支原体肺炎的CT表现肺炎,支原体,CT,儿童
微塑料/胃	不同粒径微塑料颗粒亚急性染毒对雄性小鼠生殖毒性的影响微塑料,生殖毒性,氧化应激	"南海虎斑乌贼组织微塑料检测微塑料,蕛斑乌贼,组织,HNO3/H2O2
"
俯卧位通气在急性呼吸窘迫综合征 治疗中的研究进展	俯卧位通气治疗急性呼吸窘迫综合征研究进展急性呼吸窘迫综合征,机械通气,俯卧位	面对急性呼吸窘迫综合征——我们有太多临床未知急性呼吸窘迫综合征,诊断方法,治疗策略
